식품명,1회제공량,에너지(kcal),단백질(g),지방(g),탄수화물(g),총당류(g)
"소 부산물, 천엽, 생것",100,57,11.7,1.3,0,-
"소 부산물, 허파, 생것",100,92,16.2,2.5,0,-
"소 부산물, 허파, 삶은것",100,120,20.4,3.7,0,-
"소 부산물, 혀, 생것",100,191,13,14.5,0,-
"소고기, 육포",100,351,49,8.2,20.2,-
"소불고기, 생것",100,133,11.5,7.8,4.3,-
양지국물,100,4,1,0,0,-
"우족국물, 중량3배물",100,2,0.3,0.1,0,-
잡뼈국물,100,28,4.3,1,0,-
"송아지고기, 수입산, 갈비, 생것",100,162,18.86,9.01,0,-
"송아지고기, 수입산, 갈비, 삶은것",100,251,32.43,12.53,0,0
"송아지고기, 수입산, 갈비, 구운것",100,228,23.96,13.96,0,-
"송아지고기, 수입산, 등심, 생것",100,177,20.07,10.07,0.07,0
"송아지고기, 수입산, 등심, 삶은것",100,284,30.19,17.21,0,0
"송아지고기, 수입산, 등심, 구운것",100,217,24.8,12.32,0,0
"송아지고기, 수입산, 살코기, 생것",100,105,20.04,2.16,0,-
"송아지고기, 수입산, 살코기, 삶은것",100,201,35.73,5.33,0,-
"송아지고기, 수입산, 어깨, 생것",100,132,19.34,5.44,0,0
"송아지고기, 수입산, 어깨, 삶은것",100,236,33.63,10.24,0,-
"송아지고기, 수입산, 어깨, 구운것",100,183,25.46,8.25,0,-
"송아지고기, 수입산, 채끝(채끝살), 생것",100,152,19.07,7.81,0,0
"송아지고기, 수입산, 채끝(채끝살), 삶은것",100,252,31.26,13.14,0,-
"송아지고기, 수입산, 채끝(채끝살), 구운것(오븐)",100,202,25.14,10.45,0,0
"송아지 부산물, 수입산, 간, 생것",100,140,19.93,4.85,2.91,0
"송아지 부산물, 수입산, 간, 삶은것",100,192,28.42,6.26,3.77,0
"송아지 부산물, 수입산, 골, 생것",100,118,10.32,8.21,0,-
"송아지 부산물, 수입산, 골, 삶은것",100,136,11.48,9.63,0,-
"송아지 부산물, 수입산, 신장, 생것",100,99,15.76,3.12,0.85,-
"송아지 부산물, 수입산, 신장, 삶은것",100,163,26.32,5.66,0,-
"송아지 부산물, 수입산, 심장, 생것",100,110,17.18,3.98,0.08,-
"송아지 부산물, 수입산, 심장, 삶은것",100,186,29.12,6.75,0.13,-
"송아지 부산물, 수입산, 허파, 생것",100,90,16.3,2.3,0,-
"송아지 부산물, 수입산, 허파, 삶은것",100,104,18.74,2.64,0,-
"송아지 부산물, 수입산, 혀, 생것",100,131,17.18,5.48,1.91,-
"송아지 부산물, 수입산, 혀, 삶은것",100,202,25.85,10.1,0,-
"양고기, 수입산, 다리, 생것",100,205,18.8,15.3,0.1,-
"어린양고기, 수입산, 갈비, 생것",100,372,14.52,34.39,0,-
"어린양고기, 수입산, 갈비, 구운것(오븐)",100,359,21.12,29.82,0,-
"어린양고기, 수입산, 다리, 생것",100,201,18.58,13.49,0,-
"어린양고기, 수입산, 다리, 구운것(오븐)",100,225,26.41,12.45,0,-
"어린양고기, 수입산, 살코기, 생것",100,143,20.88,5.94,0,-
"어린양고기, 수입산, 어깨, 생것",100,264,16.58,21.45,0,0
"어린양고기, 수입산, 어깨, 삶은것",100,344,28.68,24.55,0,-
"어린양고기, 수입산, 어깨, 구운것(오븐)",100,276,22.51,19.97,0,0
"어린양 부산물, 수입산, 간, 생것",100,139,20.38,5.02,1.78,-
"어린양 부산물, 수입산, 간, 삶은것",100,220,30.57,8.81,2.53,-
"염소고기, 생것",100,181,19.88,10.31,0,0
"염소고기, 삶은것",100,251,29.39,13.51,0,0
"염소고기, 수입산, 생것",100,99,21.9,1.5,0.2,-
"오리고기, 살코기, 생것",100,117,21,3.07,0,0
"오리고기, 생것, 껍질 포함",100,242,16.63,18.99,0,0
"오리고기, 산오리, 생것",100,265,14.4,21.6,0.2,-
"오리고기, 집오리, 생것",100,328,16,27.6,0.1,-
"오리고기, 집오리, 살코기, 생것",100,151,17.7,8.1,0,-
"자라고기, 수입산, 생것",100,175,16.4,13.4,0.5,-
"칠면조고기, 생것",100,144,21.64,5.64,0.13,0.07
"칠면조고기, 구운것",100,189,28.55,7.39,0.06,0
"토끼고기, 집토끼, 생것",100,135,21.7,4.4,0.6,-
"토끼고기, 집토끼, 끓인것",100,173,33.02,3.51,0,0
"토끼고기, 살코기, 생것",100,161,20.97,7.68,0,0.62
"토끼고기, 살코기, 삶은것",100,203,28.23,8.87,0,0.38
"거위알, 생것",100,193,13.2,14.1,0.8,-
"거위알, 삶은것",100,187,12.7,13.6,1,-
"기러기알, 생것",100,193,12.3,13.9,2.4,-
"기러기알, 삶은것",100,212,13.1,14.9,4,-
"달걀, 생것",100,136,12.91,8.25,0.79,0.11
"달걀, 삶은것",100,145,13.49,8.69,1.37,0.13
"달걀, 난백, 생것",100,50,11.46,0.05,0.14,0.12
"달걀, 난백, 삶은것",100,51,11.63,0.01,0.22,0.12
"달걀, 난황, 생것",100,326,15.66,25.18,5.77,0.04
"달걀, 난황, 삶은것",100,379,16.46,32.16,1.37,0.04
"달걀, 가루",100,376,82.4,0.04,4.47,0
"달걀, 부침(달걀프라이)",100,206,15.12,13.46,3.79,0.2
"달걀, 수란, 중탕",100,145,12.3,11.7,0.2,-
"달걀, 스크램블에그",100,149,9.99,10.98,1.61,1.39
"달걀, 유정란, 생것",100,156,10.9,8.4,8.1,-
"달걀, 유정란, 난백, 생것",100,50,8.5,0,3.6,-
"달걀, 유정란, 난황, 생것",100,333,14.4,20.3,21.7,-
"메추리알, 생것",100,146,12.8,9.02,1.66,0
"메추리알, 삶은것",100,155,12.48,10.12,1.67,0
"메추리알, 난백, 생것",100,52,11.77,0.11,0.05,0
"메추리알, 난백, 삶은것",100,50,11.35,0.1,0,0
"메추리알, 난황, 생것",100,296,14.77,23.24,3.74,0
"메추리알, 난황, 삶은것",100,360,15.44,30.58,1.39,0
"오리알, 생것",100,171,13.11,11.32,2.03,0
"오리알, 삶은것",100,183,13.39,12.4,2.41,0
"오리알, 난백, 생것",100,52,10.78,0.09,1.39,0
"오리알, 난백, 삶은것",100,58,11.51,0.08,2.05,0
"오리알, 난황, 생것",100,351,16.68,28.48,3.02,0
"오리알, 난황, 삶은것",100,375,16.25,31.22,2.97,0
"오리알, 피단",100,166,12.98,10.05,4.21,0.06
"오리알, 청둥오리, 생것",100,178,13.6,12.3,1,-
"가라지, 생것",100,78,14.8,1.3,0.7,-
"가물치, 생것",100,86,18.2,0.8,0.3,-
"가시망둑, 생것",100,101,22.4,0.7,0,-
"가오리, 나비가오리, 생것",100,80,17.3,0.7,0,-
"가오리, 노랑가오리, 생것",100,97,21.6,0.6,0,-
"가오리, 목탁가오리, 생것",100,98,22.2,0.5,0,-
"가오리, 전기가오리, 생것",100,64,13,1,0,-
"가오리, 조미하여 말린것",100,306,39.3,0.6,35.8,-
"가자미, 생것",100,129,22.1,3.7,0.3,-
"가자미, 각시가자미, 생것",100,84,16.8,1.4,0,-
"가자미, 갈가자미, 생것",100,90,18.3,1.3,0.2,-
"가자미, 기름가자미, 생것",100,83,18.2,0.4,0.7,-
"가자미, 눈가자미, 생것",100,93,19.4,1.1,0.3,-
"가자미, 돌가자미, 생것",100,90,20,0.6,0,-
"가자미, 문치가자미, 생것",100,93,19.9,0.7,0.5,-
"가자미, 범가자미, 생것",100,82,18.2,0.2,0.8,-
"가자미, 술봉가자미, 생것",100,84,16.8,1.4,0,-
"가자미, 용가자미, 생것",100,82,18.1,0.6,0.1,-
"가자미, 줄가자미, 생것",100,76,17.4,0.2,0.2,-
"가자미, 참가자미, 생것",100,85,19.4,0.2,0.4,-
"갈치, 생것",100,149,18.5,7.5,0.1,-
"갈치, 동갈치, 생것",100,97,19.8,1.3,0.4,-
"갈치, 동동갈치, 생것",100,121,20,3.9,0,-
"갈치, 얼간",100,188,26.3,8.1,0.1,-
"갈치, 젓갈",100,176,8.6,3.2,28.2,-
"강달이, 눈강달이, 생것",100,109,17,3.9,0.1,-
"강달이, 눈강달이, 젓갈",100,102,14,5.1,0,-
"게르치, 생것",100,158,20.8,7.5,0,-
"게르치, 삶은것",100,161,22.2,8.4,Tr,-
"고등어, 생것",100,183,20.2,10.4,0,-
"고등어, 남해, 생것",100,214,21.06,13.34,0,0
"고등어, 서해, 생것",100,285,20.26,21.23,0,0
"고등어, 삶은것",100,253,22.6,22.6,0.3,-
"고등어, 구운것",100,264,25.2,22.4,0.4,-
"고등어, 반건조",100,303,18.7,28.5,0.2,-
"고등어, 자반고등어",100,258,18.99,16.14,6.36,0
"고등어, 통조림",100,103,15.6,4.46,0,0
"고등어, 통조림, 고형물",100,161,23.47,7.14,0.64,0
"괴도라치, 생것",100,74,17.2,0.1,-,-
"군평선이, 생것",100,103,18.5,2.6,0.2,-
"기름종개, 생것",100,107,17.5,3.3,0.5,-
"까나리, 생것",100,114,16,4.8,0.3,-
"까나리, 삶아서 말린것",100,218,43.1,6.1,1.5,-
"까나리, 액젓",100,30,7.16,0.01,0.27,0.03
"꺽저기, 생것",100,92,19.5,1,0.1,-
"꼬치고기, 생것",100,97,20.5,0.8,0.7,-
"꼼치, 생것",100,70,16.4,0.1,0,-
"꽁치, 생것",100,142,22.7,4.7,0.4,-
"꽁치, 구운것",100,281,23.3,22.8,0.2,-
"꽁치(과메기), 동건품",100,421,32.1,29.9,0.9,-
"꽁치, 염장",100,178,20.1,9.8,0.2,-
"꽁치, 통조림",100,113,13.12,6.76,0,0
"꽁치, 통조림, 고형물",100,188,20.31,10.67,2.64,0
"꽁치, 통조림, 조미",100,178,19,10.3,2.4,-
"날치, 생것",100,99,22.2,0.5,0.1,-
"날치, 염장",100,124,26.4,1.3,-,-
"날치, 알, 생것",100,94,10.2,2.2,8.3,-
"납지리, 생것",100,86,17.5,1.2,0.1,-
"넙치(광어), 생것",100,125,22.36,3.28,0,0
"넙치(광어), 껍질, 생것",100,168,29.3,4.7,0,-
"네동가리, 생것",100,82,19.2,0.1,0.1,-
"노랑촉수, 생것",100,248,7.1,19.5,8.3,-
"노래미, 생것",100,89,17.5,1.3,0.8,-
"노래미, 줄노래미, 생것",100,85,17.5,1.2,0,-
"노래미, 쥐노래미, 생것",100,119,21,3,0.5,-
"놀래기, 생것",100,107,19.2,2.8,0,-
"놀래기, 사랑놀래기, 생것",100,104,20.3,1.9,0,-
"놀래기, 용치놀래기, 생것",100,85,19.3,0.2,0.4,-
"놀래기, 황놀래기, 생것",100,98,18.9,1.9,0.1,-
"농어, 생것",100,96,18.2,1.9,0.2,-
"농어, 구운것",100,124,23.63,2.56,0,-
"농어, 점농어, 생것",100,129,18.5,5.2,0.4,-
"누치, 생것",100,105,17.3,3,0.8,-
"눈볼대, 생것",100,144,22.3,5.3,0,-
"눈퉁멸, 생것",100,138,18.5,6.2,0.4,-
"눈퉁멸, 포, 말린것",100,344,58.6,5.4,11.1,-
"능성어, 생것",100,93,18.8,1.3,0.3,-
"다금바리, 생것",100,100,19.3,1.9,0.1,-
"다랑어, 가다랑어, 생것",100,127,25.9,1.8,0.3,-
"다랑어, 가다랑어 육수",100,2,0.4,Tr,0,-
"다랑어, 가다랑어, 통조림, 유지",100,185,22.31,10.6,0,0
"다랑어, 참다랑어, 생것",100,177,23.99,8.09,0,-
"다랑어, 참다랑어, 붉은살, 생것",100,115,26.4,1.4,0.1,-
"다랑어, 참다랑어, 지방육, 생것",100,308,20.1,27.5,0.1,-
"다랑어, 참다랑어, 구운것",100,184,29.91,6.28,0,-
"다랑어, 참다랑어, 냉동",100,113,24.5,1,0.1,-
참다랑어 샐러드,100,187,16.04,9.26,9.41,-
"다랑어, 황다랑어, 생것",100,114,23.9,1.3,0.2,-
"달강어, 생것",100,121,19.7,4,0.1,-
"달고기, 생것",100,97,19.1,1.4,0.7,-
"대구, 생것",100,86,19.5,0.3,0.3,-
"대구, 수컷, 생것",100,81,18.2,0.43,0,0
"대구, 암컷, 생것",100,68,15.42,0.32,0,0
"대구, 구운것",100,103,25.2,0.2,0.2,-
"대구, 말린것",100,256,56,2,0.3,-
"대구, 냉동",100,81,18,0.5,0.1,-
"대구, 소금에 절여 반건조",100,201,45.1,1.1,0,-
"대구, 염장",100,91,20,0.7,0.1,-
"대구, 포, 말린것",100,312,65.4,3,1.8,-
"대구 튀김, 냉동",100,106,13.7,0.8,11.1,-
"대구, 내장, 생것",100,85,15,2.3,0.1,-
"대구, 알, 생것",100,109,23.4,1.6,0.2,-
"대구, 젓갈",100,62,14.7,0.4,0,-
"대구, 아가미, 젓갈",100,72,14.4,1.3,0.6,-
"대구, 빨간대구, 생것",100,97,12.6,4.3,0.7,-
"대구, 은대구, 생것",100,130,13.1,7.9,0,-
"대구횟대, 생것",100,93,19.5,0.9,0.5,-
"대두어(흑연), 생것",100,96,17.5,2.1,0.5,-
"도다리, 생것",100,78,17.6,0.2,0.5,-
"도도바리, 생것",100,95,19.4,1.2,0.5,-
"도루묵, 생것",100,113,16,4.6,0.5,-
"도루묵, 소금에 절여 말린것",100,282,44.8,9.8,0.2,-
"도치, 생것",100,62,7.2,3,0.9,-
"독가시치, 생것",100,97,20.3,1.2,0,-
"돔, 각시돔, 생것",100,90,20.1,0.6,0,-
"돔, 감성돔, 생것",100,101,18.8,2.3,0.1,-
"돔, 강담돔, 생것",100,93,18.9,1.4,0,-
"돔, 구갈돔, 생것",100,89,20.4,0.3,0,-
"돔, 금눈돔, 생것",100,122,18.5,4.5,0.3,-
"돔, 꼽새돔, 생것",100,102,19,2.3,0.1,-
"돔, 도화돔, 생것",100,130,21.3,4.3,0,-
"돔, 독돔, 생것",100,97,20.8,0.9,0.2,-
"돔, 돌돔, 생것",100,86,17.8,1,0.4,-
"돔, 백미돔, 생것",100,102,21,1.2,0.4,-
"돔, 범돔, 생것",100,94,19.5,1.1,0.4,-
"돔, 벵에돔, 생것",100,98,20.2,1.4,0,-
"돔, 뿔돔, 생것",100,97,18,2.2,0,-
"돔, 샛돔, 생것",100,121,16.3,5.5,0.2,-
"돔, 실꼬리돔, 생것",100,107,19.8,2.5,0.1,-
"돔, 실붉돔, 생것",100,101,17.8,2.7,0,-
"돔, 어름돔, 생것",100,94,19.5,1.2,0,-
"돔, 옥돔, 생것",100,82,18.1,0.2,0.9,-
"돔, 옥돔, 삶은것",100,113,20.7,4,Tr,-
"돔, 옥돔, 구운것",100,110,22.5,2.6,Tr,-
"돔, 옥돔, 반건조",100,104,19.5,2.3,0,-
"돔, 육동가리돔, 생것",100,103,18.6,2.6,0,-
"돔, 자리돔, 생것",100,88,19.5,0.4,0.4,-
"돔, 참돔, 생것",100,82,18.4,0.1,0.8,-
"돔, 참돔, 삶은것",100,182,22.2,11.9,0.1,-
"돔, 참돔, 구운것",100,186,22.7,12,0.1,-
"돔, 참돔, 껍질, 생것",100,188,16.6,12.5,0,-
"돔, 호박돔, 생것",100,90,20.3,0.5,0,-
"돔, 혹돔, 생것",100,96,18.5,1.7,0.4,-
"돔, 황돔, 생것",100,102,20.2,1.7,0.3,-
"돔, 황줄돔, 생것",100,97,19.3,1.6,0,-
"동사리, 생것",100,81,16.9,1,0,-
"동자개(빠가사리), 생것",100,81,15.7,1.6,0,-
"둑중개, 생것",100,104,15,4.2,0.2,-
"둑중개, 삶은것",100,108,15.8,5.8,0.2,-
"둑중개, 조린것",100,293,29.4,5.5,33.8,-
"드렁허리, 생것",100,92,17.9,1.7,0,-
"등가시치, 생것",100,79,18.5,0.1,-,-
"만새기, 생것",100,100,21.3,1.9,Tr,-
"망둑어(풀망둑), 생것",100,77,16.4,0.7,0.3,-
"매퉁이, 생것",100,93,20.8,0.5,0.1,-
"메기, 생것",100,114,15.1,5.3,0.1,-
"메기, 물메기, 생것",100,78,16.4,0.9,0.1,-
"메기, 붉은메기, 생것",100,83,18.2,0.7,0,-
"멸치, 생것",100,127,17.7,5.4,0.3,-
"멸치, 대멸치, 삶아서 말린것",100,302,59.31,5.45,0,-
"멸치, 중멸치, 삶아서 말린것",100,245,49.69,3.3,1.07,0
"멸치, 잔멸치, 삶아서 말린것",100,226,42.94,4.59,0.32,0
"멸치 볶음, 멸치풋고추볶음",100,262,23.3,11.2,17,-
"멸치 볶음, 잔멸치볶음",100,342,31,12.6,26.2,-
멸치 육수,100,0,0.1,0,0,-
"멸치, 액젓",100,31,6.53,0.02,1.13,0.11
"멸치, 젓갈",100,118,14,6.3,0,-
"멸치, 통조림, 유지",100,170,9.7,14.6,0,-
"명태, 생것",100,80,17.5,0.7,0,-
"명태, 구운것",100,111,23.48,1.18,0,0
"명태, 노가리, 말린것",100,351,74.3,3.8,0.3,-
"명태, 동태, 냉동",100,72,15.9,0.5,0.1,-
"명태, 먹태, 포, 말린것",100,372,82.7,2.4,0,-
"명태, 북어, 말린것",100,339,73.18,3.09,0.32,0
"명태, 코다리, 반건조",100,290,61.7,3.1,0,-
"명태, 코다리, 반건조, 구운것",100,111,25.2,0.5,0,-
"명태, 황태, 포, 말린것",100,349,79,0.4,2.8,-
"명태, 포, 조미하여 말린것",100,306,43.9,1.5,29.2,-
"명태, 내장, 양념젓갈(창난젓)",100,143,10.83,1.2,22.22,14.37
"명태, 알, 생것",100,120,20.5,3,2.7,-
"명태, 알, 양념젓갈(명란젓)",100,135,22.38,3.01,4.52,2.13
"모래무지, 생것",100,77,15.7,1.1,0,-
"몽치다래, 생것",100,159,24.1,5.9,0.5,-
"문절망둑, 생것",100,90,18.7,1.1,0.3,-
"문절망둑, 장조림",100,248,28.3,2.1,29,-
"물치다래, 생것",100,168,23.4,7.3,0.1,-
"미꾸리, 생것",100,96,16.2,2.8,0.2,-
"미꾸리, 삶은것",100,76,17.1,1.2,Tr,-
"민달고기, 생것",100,95,20.3,1,0.1,-
"민어, 생것",100,86,18,0.8,0.5,-
"민어, 구운것",100,100,23.4,0.8,Tr,-
"민어, 튀긴것(빵가루)",100,221,18.2,12.67,7.54,-
"민어, 암치, 조미하여 말린것",100,314,39.8,1.5,35.2,-
"민어, 알, 염장",100,284,35.1,15.9,0,-
"민태, 생것",100,88,15.2,2.5,0,-
"박대, 생것",100,90,19.2,0.7,0.6,-
"박대, 말린것",100,132,25.6,2.2,0.9,-
"박대, 반건조",100,104,21.4,1.4,0.1,-
"방어, 생것",100,101,21.7,0.8,0.4,-
"방어, 구운것",100,260,26.2,20.4,0.3,-
"방어, 통조림, 훈제",100,312,27.2,22.4,0.5,-
"방어, 양식, 어린것, 생것",100,217,20.7,17.2,0.3,-
"방어, 자연산, 어린것, 생것",100,165,21,8,0.3,-
"백연, 생것",100,89,19,0.8,0.3,-
"밴댕이, 생것",100,225,16.3,16.5,0.2,-
"밴댕이, 삶아서 말린것",100,302,48.2,10.3,0.5,-
"밴댕이, 젓갈",100,117,16.3,4.9,0.6,-
"뱅어, 생것",100,68,13.3,1.1,0.3,-
"뱅어, 말린것",100,311,56.1,7.9,0,-
"뱅어, 포, 말린것",100,363,60.4,11,1.2,-
"베도라치, 생것",100,105,20.7,1.9,-,-
"베도라치, 그물베도라치, 생것",100,107,22,1.2,0.7,-
"베도라치, 장어베도라치, 생것",100,135,19.3,5.4,0.7,-
"베로치, 생것",100,86,19.5,0.4,0,-
"베스, 생것",100,81,18.2,0.4,0.1,-
"벤자리, 생것",100,123,17,5.3,0.3,-
"벤자리, 노랑벤자리, 생것",100,94,17.3,2.1,0.2,-
"병어, 생것",100,130,16.4,6.3,0.3,-
"보구치, 생것",100,119,19.3,3.9,0.3,-
"보리멸, 생것",100,93,19.5,1.1,0,-
"보리멸, 냉동",100,98,19.6,1.5,0.3,-
"복어, 검복, 생것",100,94,21.5,0.3,0.1,-
"복어, 검복, 조미하여 말린것",100,282,47.7,2.3,17.6,-
"복어, 국매리복, 생것",100,91,20.7,0.3,0.2,-
"복어, 까치복, 생것",100,85,19.3,0.2,0.5,-
"복어, 까칠복, 생것",100,85,19.3,0.3,0.1,-
"복어, 매리복, 생것",100,88,19.8,0.3,0.4,-
"복어, 밀복, 생것",100,80,17.3,0.7,0.1,-
"복어, 자주복, 생것",100,83,18.8,0.2,0.4,-
"복어, 졸복, 생것",100,83,18.9,0.1,0.5,-
"복어, 흰점복, 생것",100,72,15.9,0.5,0,-
"볼기우럭, 생것",100,129,18.7,5.3,0,-
"볼락, 생것",100,93,19.3,1,0.6,-
"볼락, 구운것",100,109,22.23,1.62,0,0
"볼락, 개볼락, 생것",100,88,19.1,0.7,0.1,-
"볼락, 누루시볼락, 생것",100,149,22.4,5.8,0,-
"볼락, 불볼락, 생것",100,125,18.6,4.6,0.7,-
"볼락, 우럭볼락, 생것",100,88,18.3,1.1,0.1,-
"볼락, 조피볼락(우럭), 생것",100,92,18.41,2.26,0,0
"볼락, 탁자볼락, 생것",100,85,19.7,0.1,0.3,-
"볼락, 황점볼락, 생것",100,102,21.3,1.3,0,-
"부세, 생것",100,105,17.2,3.4,0,-
"부시리, 생것",100,109,22.3,1.5,0.1,-
"부치, 빨강부치, 생것",100,71,15.8,0.5,0,-
"붉바리, 생것",100,99,21,1.1,0.1,-
"붕어, 생것",100,94,18.1,1.8,0.1,-
"붕어, 삶은것",100,225,15.7,4.4,28.6,-
"붕어, 구운것",100,177,18,4.4,14.4,-
"붕어, 참붕어, 생것",100,118,16.4,5.1,0.1,-
"블루길, 생것",100,83,17.8,0.8,0.2,-
"빙어, 생것",100,85,18.4,0.8,0,-
"빙어, 삶아서 말린것",100,189,34.2,4.7,0,-
"빙어, 장조림",100,261,26.7,5.1,27,-
"빙어, 바다빙어, 생것",100,92,17.4,1.9,0.1,-
"빙어, 바다빙어, 구운것(오븐)",100,124,22.6,3.1,0,-
"산천어, 생것",100,117,20.3,3.3,0.1,-
"살살치, 생것",100,70,15.5,0.2,0.6,-
"삼세기, 생것",100,97,18.6,1.8,0.5,-
"삼치, 생것",100,112,20.08,2.93,0,0
"삼치, 구운것",100,184,23.6,10.8,0.1,-
"삼치, 줄삼치, 생것",100,134,24.6,3.1,0.2,-
"삼치, 평삼치, 생것",100,121,17.9,4.8,0,-
"삼치, 젓갈",100,101,22.7,1.1,0,-
"상어, 가래상어, 생것",100,99,22.2,0.5,0.1,-
"상어, 곱상어, 생것",100,164,16.2,10,0.3,-
"상어, 까치상어, 생것",100,112,24.1,0.7,0.9,-
"상어, 돔발상어, 생것",100,85,17.9,1,0,-
"상어, 두툽상어, 생것",100,94,21.4,0.3,0.3,-
"상어, 망상어, 생것",100,89,18.9,0.9,0.2,-
"상어, 모조리상어, 생것",100,108,21.7,1.7,-,-
"상어, 별상어, 생것",100,103,23.5,0.3,0.3,-
"상어, 악상어, 생것",100,284,13.4,24.2,-,-
"상어, 은상어, 생것",100,101,22.9,0.5,-,-
"상어, 청새리상어, 생것",100,101,18.5,2.4,0.1,-
"상어, 흉상어, 생것",100,112,23.5,1.4,-,-
"상어, 지느러미, 생것",100,341,80.7,0,0,-
"상어, 알, 생것",100,314,25,23.5,0.5,-
"새다래, 생것",100,104,18.9,2.6,-,-
"샛멸, 생것",100,82,19.5,0.6,Tr,-
"서대, 각시서대, 생것",100,95,18.4,1.8,0.2,-
"서대, 궁제기서대, 생것",100,91,18.9,1.2,0.1,-
"서대, 참서대, 생것",100,84,18.6,0.4,0.5,-
"성대, 생것",100,94,19.9,1,0.2,-
"성대, 별성대, 생것",100,91,19.3,1,0,-
"성대, 별쭉지성대, 생것",100,129,19.2,5.1,0,-
"송어, 생것",100,121,21,3.4,0.1,-
"송어, 염장",100,234,36,8.4,0.8,-
"송어, 젓갈",100,156,24.8,6.3,0,-
"송어, 통조림",100,152,18.2,8.8,0,-
"송어, 무지개송어, 생것",100,126,21.1,3.9,0.1,-
"송어, 무지개송어, 구운것",100,150,22.92,5.82,0,-
"송어, 무지개송어, 냉동",100,161,20,8,0.3,-
"숭어, 생것",100,107,21.7,1.5,0.4,-
"숭어, 구운것",100,150,24.81,4.86,0,-
"숭어, 알, 소금에 절여 말린것",100,353,40.4,28.9,0.3,-
"쌍동가리, 생것",100,101,20.8,1.4,0,-
"쌍뿔달재, 생것",100,75,16.9,0.4,0.1,-
"쏘가리, 생것",100,111,17.2,4.1,0,-
"쏘가리, 냉동",100,125,21.2,3.7,0.1,-
"쏨뱅이, 생것",100,90,19.9,0.6,0.1,-
"쑤기미, 생것",100,84,18.5,0.4,0.5,-
"쑥감펭, 생것",100,83,19,0.3,0,-
"아귀, 생것",100,63,14.1,0.2,0.5,-
"아귀, 간, 생것",100,431,10.4,39,5.2,-
"아귀, 황아귀, 생것",100,71,16.3,0.2,0.1,-
"아홉동가리, 생것",100,106,19.8,2.3,0.1,-
"애꼬치, 생것",100,137,18.9,7.2,0.1,-
"애꼬치, 구운것",100,134,23.3,4.9,0.1,-
"양미리, 생것",100,123,21.5,3.4,0,-
"양미리, 말린것",100,211,29.9,8.5,1.2,-
"양태, 생것",100,87,20,0.2,0.1,-
"양태, 꽁지양태, 생것",100,78,16.5,0.6,0.6,-
"양태, 눈양태, 생것",100,90,20.1,0.5,0.1,-
"양태, 도화양태, 생것",100,77,16.9,0.5,0.3,-
"양태, 돛양태, 생것",100,81,18.5,0.1,0.6,-
어묵,100,169,11.44,4.49,20.69,3.54
어묵 국물,100,3,0.09,0.15,0.4,0.26
"어묵, 게맛살 첨가",100,112,10.8,0.8,15.2,-
"어묵, 구운것",100,141,15.4,1.7,15.6,-
"어묵, 찐어묵",100,115,9.75,1.09,16.53,1.78
어묵국,100,42,3.1,0.8,5.7,-
어육소시지,100,174,9.01,7.45,17.75,-
"얼룩통구멍, 생것",100,82,18.2,0.5,0,-
"여덟동가리, 생것",100,110,19.2,3.1,0,-
"연어, 생것",100,106,20.6,1.9,0.2,-
"연어, 생것, 소금첨가",100,138,22.8,6.1,0.1,-
"연어, 구운것, 소금첨가",100,177,29.3,7.9,0.1,-
"연어, 훈제",100,212,23.48,11.96,0.19,0.07
"연어, 통조림",100,168,16.29,11.27,0.31,0
"연어, 통조림, 고형물",100,188,16.36,12.32,2.85,0.08
"연어, 알, 생것",100,238,25,15,0.8,-
"연어, 알, 염장",100,245,27.3,13.6,3.4,-
"연어, 은연어, 생것",100,106,21.7,1.4,0.2,-
"연어, 홍연어, 생것",100,127,22.5,4.5,0.1,-
"연어, 홍연어, 구운것",100,163,28.5,6,0.1,-
"연어, 홍연어, 훈제",100,143,25.7,5.5,0.1,-
"열쌍동가리, 생것",100,86,18.3,0.9,0.1,-
"우각바리, 생것",100,91,19,1.2,0,-
"웅어, 생것",100,169,15.9,10.8,0,-
"은어, 생것",100,114,16.7,4.5,0.2,-
"은어, 구운것",100,149,26.6,6.8,0.1,-
"은어, 내장, 생것",100,180,9.5,17.5,0.3,-
"은어, 내장, 구운것",100,161,23,10.1,0.4,-
"은어, 양식, 생것",100,138,17.8,7.9,0.6,-
"은어, 양식, 구운것",100,202,22.6,15.1,0.8,-
"은어, 양식, 내장, 생것",100,485,7.4,55,0.3,-
"은어, 양식, 내장, 구운것",100,500,15.2,52.3,0.4,-
"은어, 내장, 젓갈",100,125,11.4,8.5,0.8,-
"인상어, 생것",100,133,21.8,4.2,0.4,-
"임연수어, 생것",100,152,19.6,7.1,0.5,-
"임연수어, 반건조",100,161,20.6,9.4,0.1,-
"임연수어, 염장",100,198,17.6,13.1,0.2,-
"잉어, 생것",100,113,17.5,4,0.3,-
"잉어, 삶은것",100,190,19.2,13.4,0.2,-
"잉어, 내장, 생것",100,258,9,25.9,1.3,-
"장갱이, 생것",100,90,19.1,1,0,-
"장문볼락, 생것",100,87,15.7,2.1,0.2,-
"장문볼락, 구운것",100,96,18.51,1.87,0,0
"장어, 갯장어, 생것",100,170,17.9,9.9,0.4,-
"장어, 먹장어, 생것",100,129,16.9,6,0.4,-
"장어, 뱀장어, 생것",100,223,14.4,17.1,0.3,-
"장어, 뱀장어, 구운것",100,236,23.65,14.95,0,-
