식품명,1회제공량,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g)
연유 카페라떼 ICED,400,280,6,-,-,29
연유 콜드브루,370,282,6,-,-,29
흑당 라떼,370,243,5,-,-,41
(EX)흑당 라떼,630,388,8,-,-,65
흑당 콜드브루,370,248,5,-,-,41
(EX)흑당 콜드브루,630,397,9,-,-,65
버블 흑당 라떼,370,266,4,-,-,39
(EX)버블 흑당 라떼,630,430,8,-,-,64
버블 흑당 콜드브루,370,271,5,-,-,39
(EX)버블 흑당 콜드브루,630,439,9,-,-,64
이디야 콤부차 복숭아망고,370,128,0,-,-,29
이디야 콤부차 청포도레몬,370,120,0,-,-,26
이디야 사과주스,370,115,0,-,-,26
버블 크림 밀크티,370,315,6,-,-,33
버블 베리 밀크티,370,299,6,-,-,31
버블 밀크티 쉐이크,400,649,30,-,-,52
버블 베리 쉐이크,400,633,30,-,-,50
라이언 망고후르츠,370,290,0,-,-,59
어피치 애플허니,370,255,0,-,-,60
콜드브루 아메리카노,370,6,0,-,-,0
아포가토 오리지널,370,166,4,-,-,16
아포가토 콜드브루 바닐라 모카,370,228,4,-,-,29
(EX) 선셋 펀치,630,168,0,-,-,38
선셋 펀치,370,112,0,-,-,26
선라이즈 펀치,370,140,0,-,-,28
(EX) 선라이즈 펀치,630,209,0,-,-,41
오션 펀치,370,122,0,-,-,30
(EX) 오션 펀치,630,183,0,-,-,44
(EX) ICED 석류애플라임,630,312,0,-,-,63
자몽네이블오렌지,370,136,0,-,-,30
유자피나콜라다,370,104,0,-,-,25
석류애플라임,370,136,0,-,-,32
(EX)ICED 자몽네이블 오렌지,630,322,1,-,-,72
(EX)ICED 유자피나콜라다,630,290,1,-,-,67
꿀복숭아 플랫치노,400,225,0,-,-,49
콜드브루 라떼,370,128,6,-,-,9
콜드브루 화이트 비엔나,370,289,7,-,-,33
니트로커피,370,12,1,-,-,0
ICED 브라우니 쇼콜라,400,503,9,-,-,42
HOT 브라우니 쇼콜라,370,503,9,-,-,42
제주청귤 오리지널,370,218,0,-,-,51
제주청귤 블라썸,370,202,1,-,-,46
석류 오리지널,370,176,0,-,-,31
석류 애플라임,370,186,0,-,-,32
HOT 레몬 스윗플럼,370,229,1,-,-,45
자몽 네이블 오렌지,370,196,0,-,-,43
HOT 유자 피나콜라다,370,197,0,-,-,43
HOT 에스프레소,370,8,1,-,-,0
HOT 에스프레소 마끼아또,370,14,1,-,-,0
HOT 에스프레소 콘파냐,370,47,1,-,-,2
ICED 카페 아메리카노,400,8,1,-,-,0
HOT 카페 아메리카노,370,8,1,-,-,0
(EX)ICED 카페 아메리카노,630,16,1,-,-,0
(EX)HOT 카페 아메리카노,630,16,1,-,-,0
ICED 카페 라떼,400,108,5,-,-,7
(EX)ICED 카페 라떼,630,184,9,-,-,12
HOT 카페 라떼,370,164,8,-,-,11
(EX)HOT 카페 라떼,630,321,16,-,-,22
ICED 카푸치노,400,124,6,-,-,8
HOT 카푸치노,370,136,7,-,-,9
ICED 카페 모카,400,294,6,-,-,24
HOT 카페 모카,370,322,8,-,-,26
(EX)ICED 카페 모카,630,417,10,-,-,38
(EX)HOT 카페 모카,630,542,16,-,-,47
ICED 카라멜 마끼아또,400,167,5,-,-,20
HOT 카라멜 마끼아또,370,217,8,-,-,24
(EX)ICED 카라멜 마끼아또,630,275,8,-,-,35
(EX)HOT 카라멜 마끼아또,630,412,15,-,-,45
ICED 바닐라 라떼,400,168,6,-,-,15
HOT 바닐라 라떼,370,218,8,-,-,18
(EX)ICED 바닐라 라떼,630,298,10,-,-,26
(EX)HOT 바닐라 라떼,630,435,17,-,-,36
ICED 화이트 초콜릿 모카,400,310,5,-,-,29
HOT 화이트 초콜릿 모카,370,346,8,-,-,32
ICED 민트모카,400,335,6,-,-,28
HOT 민트 모카,370,360,8,-,-,30
ICED 초콜릿,400,321,6,-,-,26
HOT 초콜릿,370,346,8,-,-,30
(EX)ICED 초콜릿,630,459,11,-,-,44
(EX)HOT 초콜릿,630,564,17,-,-,52
ICED 화이트 초콜릿,400,321,5,-,-,31
HOT 화이트 초콜릿,370,345,7,-,-,33
ICED 녹차 라떼,400,188,6,-,-,24
HOT 녹차 라떼,370,238,8,-,-,28
(EX)IXED 녹차 라떼,630,341,10,-,-,45
(EX)HOT 녹차 라떼,630,466,16,-,-,54
ICED 민트 초콜릿,400,346,7,-,-,29
HOT 민트 초콜릿,370,371,9,-,-,32
ICED 이곡 라떼,400,235,9,-,-,24
HOT 이곡 라떼,370,279,11,-,-,28
ICED 토피 넛 라떼,400,254,6,-,-,21
HOT 토피 넛 라떼,370,308,8,-,-,25
(EX)IXCED 토피 넛 라떼,630,398,10,-,-,32
(EX)HOT 토피 넛 라떼,630,523,16,-,-,41
ICED 고구마 라떼,400,425,7,-,-,34
HOT 고구마 라떼,370,325,7,-,-,34
홍시주스,400,238,1,-,-,57
골드키위주스,400,241,1,-,-,56
딸기주스,400,260,2,-,-,59
아이스티 복숭아,400,185,0,-,-,44
(EX)아이스티 복숭아,630,370,0,-,-,87
아이스티 레몬,400,178,0,-,-,43
(EX)아이스티 레몬,630,356,0,-,-,86
ICED 어린잎 녹차(작설차),400,0,0,-,-,0
HOT 어린잎 녹차(작설차),370,0,0,-,-,0
ICED 얼그레이 홍차(블랙티),400,0,0,-,-,0
HOT 얼그레이 홍차(블랙티),370,0,0,-,-,0
ICED 로즈 자스민 티,400,0,0,-,-,0
HOT 로즈자스민티,370,0,0,-,-,0
ICED 캐모마일레드티,400,0,0,-,-,0
HOT 캐모마일레드티,370,0,0,-,-,0
ICED 페퍼민트티,400,0,0,-,-,0
HOT 페퍼민트티,370,0,0,-,-,0
ICED 밀크티,400,138,5,-,-,14
HOT 밀크티,370,173,7,-,-,17
유자차,370,187,0,-,-,42
레몬차,370,218,0,-,-,44
자몽차,370,186,0,-,-,42
커피 플랫치노,400,181,2,-,-,26
망고 플랫치노,400,256,0,-,-,59
모카 플랫치노,400,220,2,-,-,32
카라멜 플랫치노,400,358,2,-,-,41
자몽 플랫치노,400,150,1,-,-,35
그린 애플 플랫치노,400,223,0,-,-,49
녹차 플랫치노,400,287,4,-,-,28
초코렛 칩 플랫치노,400,410,7,-,-,43
민트 초코렛 칩 플랫치노,400,497,6,-,-,51
플레인 요거트 플랫치노,400,227,7,-,-,31
블루베리 요거트 플랫치노,400,298,7,-,-,46
딸기 요거트 플랫치노,400,322,7,-,-,53
오리진 쉐이크,400,535,8,-,-,42
초코 쿠키쉐이크,400,613,9,-,-,46
딸기 쉐이크,400,650,9,-,-,64
(EX) 레몬에이드,630,188,0,-,-,44
레몬에이드,400,117,0,-,-,27
자몽에이드,400,124,1,-,-,29
(EX) 자몽에이드,630,199,1,-,-,46
청포도에이드,400,131,0,-,-,30
(EX) 청포도에이드,630,197,0,-,-,45
라임에이드,400,134,0,-,-,29
(EX) 라임에이드,630,201,0,-,-,44
흑당 밀크티 빙수,554,812,11,-,-,101
딸기 치즈 빙수,554,890,13,-,-,103
아포가토 스트로베리 쿠키,190,407,6,-,-,45
눈꽃 팥빙수,545,956,21,-,-,135
눈꽃 애플망고빙수,632,632,9,-,-,120
눈꽃 초코빙수,403,655,6,-,-,63
라이언 미니케이크,50,185,3,-,-,9
어피치 미니케이크,60,170,3,-,-,11
튜브 미니케이크,55,155,3,-,-,10
크루아상,60,260,4,-,-,3
갈릭 치즈 브레드,250,682,18,-,-,19
떠먹는 티라미수,150,395,4,-,-,32
떠먹는 롤케이크(플레인),55,185,3,-,-,9
떠먹는 롤케익(초코),55,180,4,-,-,11
이디야키즈 유기농 곡물바 딸기,25,135,2,-,-,4
미니 코코 크런치,100,490,7,-,-,11
크리미초코 감자쿠키,72,360,5,-,-,20
크리미치즈 그레인쿠키,100,557,9,-,-,24
데블스 초코 케이크,80,315,4,-,-,24
초코 티라미수,80,245,4,-,-,12
수플레 치즈 케이크,80,272,6,-,-,16
브라우니 쿠키,37,178,2,-,-,13
소고기 브리또,160,397,19,-,-,6
핫치킨 브리또,160,395,21,-,-,7
생크림 티라미수빵,68,234,4,-,-,13
생크림 초코쿠키빵,58,220,4,-,-,8
생크림 팥빵,75,256,4,-,-,23
허니 카라멜 브레드,229,729,14,-,-,27
메이플 넛 브레드,245,824,18,-,-,31
생크림 와플,91,397,4,-,-,25
플레인 와플,73,327,3,-,-,21
크림치즈 와플,101,424,5,-,-,23
메이플 와플,83,353,3,-,-,28
크로크 무슈,170,461,21,-,-,7
잉글리쉬 머핀,140,294,14,-,-,4
오리지널 핫 번,60,240,4,-,-,4
핫 치즈 번,60,235,4,-,-,10
소시지롤,160,416,21,-,-,8
치즈롤,130,370,18,-,-,7
프레즐,99,250,7,-,-,5
플레인 베이글,100,295,11,-,-,6
어니언 베이글,100,280,7,-,-,9
블루베리 베이글,100,283,7,-,-,9
이디야 티라미수,150,195,3,-,-,18
블루베리 치즈 스틱케익,45,140,2,-,-,10
플레인 치즈 스틱케익,45,140,3,-,-,12
스노우 쿠키슈,50,160,3,-,-,6
크림치즈 머핀,110,432,7,-,-,27
초코칩 머핀,110,420,7,-,-,32
블루베리 머핀,110,433,6,-,-,29
초코렛 청크 쿠키,38,185,2,-,-,14
마카다미아 쿠키,38,190,2,-,-,13
콤비네이션 피자,101,266.1,10.9,-,-,4.1
화이트갈릭 피자,118,285.9,14,-,-,3.2
불고기 피자,160,264.2,10.1,-,-,3.7
포테이토 피자,193,246.9,10.9,-,-,3.5
페퍼로니 피자,160,294.3,16,-,-,3
치즈 피자,160,290,9.6,-,-,4.1
치킨 피자,187,259.3,14.7,-,-,4.4
하와이언 피자,182,262.8,11.5,-,-,5.1
야채 피자,140,240.7,10.2,-,-,4.6
목우촌미트 피자,102,276.8,13.3,-,-,3.2
고구마디럭스 피자,204,236,12.1,-,-,6.3
레드핫치킨 피자,104,246.3,14.5,-,-,4.9
핫바비큐 피자,187,276.2,10.7,-,-,5.8
시카고 피자,159,283.3,16,-,-,4.5
스파이시 치킨피자,101,259.8,11,-,-,7.4
쉬림프디럭스 피자,118,265.1,16.1,-,-,6.3
미트스파게티,388,160.7,6.9,-,-,2.6
그릴윙봉,123,235.5,24.7,-,-,1.7
치즈브래드 스틱,149,354.5,14.2,-,-,6.1
고구마브래드 스틱,142,315.1,8.3,-,-,8.7
치즈피자L,105,338,13,-,-,4
치즈피자XL,140,450,18,-,-,5
야채피자L,126,343,21,-,-,5
야채피자 XL,167,454,28,-,-,7
콤비네이션피자 L,143,387,19,-,-,5
콤비네이션피자 XL,190,516,25,-,-,7
불고기피자 L,150,391,18,-,-,7
불고기피자 XL,200,522,24,-,-,9
고구마피자L,155,410,18,-,-,8
고구마피자 XL,207,549,24,-,-,10
핫치킨피자 L,150,389,22,-,-,6
핫치킨피자 XL,200,518,30,-,-,8
페파로니피자 L,134,365,15,-,-,5
페파로니피자 XL,179,489,19,-,-,6
하와이안피자 L,145,352,14,-,-,2
하와이안피자 XL,193,365,19,-,-,3
포테이토피자 L,154,489,22,-,-,5
포테이토피자 XL,205,352,30,-,-,7
프리미엄불고기피자 L,123,469,16,-,-,4
프리미엄불고기피자 XL,164,408,22,-,-,5
베이컨피자 L,129,543,11,-,-,5
베이컨피자 XL,172,319,15,-,-,7
스테이크피자 L,113,426,17,-,-,5
스테이크피자 XL,151,368,23,-,-,6
킹크래미피자 L,110,490,13,-,-,4
킹크래미피자 XL,147,297,17,-,-,5
떡갈비피자 L,132,397,18,-,-,5
떡갈비피자 XL,175,300,22,-,-,7
치즈크러스트피자 L,176,401,24,-,-,5
치즈크러스트피자 XL,225,371,31,-,-,7
리치골드피자 L,139,491,16,-,-,6
리치골드피자 XL,185,475,22,-,-,7
치즈바이트피자 L,196,533,23,-,-,9
치즈바이트피자 XL,262,713,31,-,-,13
체다바베큐필레 L,168,472,30,-,-,5
체다바베큐필레 XL,224,629,39,-,-,6
체다콤비네이션피자 L,183,498,24,-,-,7
체다콤비네이션피자 XL,243,661,32,-,-,9
골드바베큐필레 L,203,564,28,-,-,7
골드바베큐필레 XL,260,722,36,-,-,9
골드스테이크피자 L,188,511,25,-,-,7
골드스테이크피자 XL,240,653,32,-,-,9
골드새우피자 L,217,566,27,-,-,7
골드새우피자 XL,280,730,35,-,-,9
콜드프리미엄불고기 L,198,465,29,-,-,6
콜드프리미엄불고기 XL,254,635,37,-,-,8
골드핫치킨피자 L,225,609,32,-,-,12
골드핫치킨피자 XL,290,786,41,-,-,15
골드베이컨피자 X,204,554,24,-,-,10
골드베이컨피자 XL,262,726,31,-,-,13
골드포테이토피자 X,228,595,24,-,-,10
골드포테이토피자 XL,294,767,31,-,-,12
골드고구마피자 X,230,612,24,-,-,15
골드고구마피자 XL,296,787,31,-,-,20
골드베스트피자 X,202,510,20,-,-,8
골드베스트피자 XL,270,682,26,-,-,10
오븐구이치킨,200,224,44,-,-,1
치즈오븐스파게티,212,255,20,-,-,10
치킨윙,200,386,48,-,-,5
치킨봉,200,435,47,-,-,4
풀드포크치즈밤피자 R,108,207.8,5.4,-,-,4.1
풀드포크치즈밤피자 L,162,311.7,8.2,-,-,6.2
쏘핫불고기 크림치즈피자 R,100,190.2,5.6,-,-,3.5
쏘핫불고기 크림치즈피자 L,150,285.2,8.3,-,-,5.2
치즈후라이 크림치즈피자 R,101,213.2,5.8,-,-,1
치즈후라이 크림치즈피자 L,151,319.8,8.7,-,-,1.5
통마늘불고기 소보로피자 R,100,231.7,6.7,-,-,1.9
통마늘불고기 소보로피자 L,151,347.5,10,-,-,2.8
수제고구마 소보로피자 R,119,271.3,6,-,-,5.6
수제고구마 소보로피자 L,179,406.9,9,-,-,8.3
수제고구마 골드피자 R,117,229,5.6,-,-,6.8
수제고구마 골드피자 L,175,343.5,8.4,-,-,10.2
스파이시도이치 골드피자 R,121,236,6.5,-,-,3.9
스파이시도이치 골드피자 L,182,354,9.7,-,-,5.9
핫치킨&쉬림프 골드피자 R,110,222.2,8.8,-,-,4.1
핫치킨&쉬림프 골드피자 L,164,333.3,13.1,-,-,6.2
더블바베큐 골드피자 R,109,198.6,8.1,-,-,3.7
더블바베큐 골드피자 L,164,297.9,12,-,-,5.6
포테이토바이트피자 R,102,192,5.5,-,-,2.2
포테이토바이트피자 L,154,288,8.1,-,-,3.2
콤비네이션바이트피자 R,91,178.2,5.8,-,-,2.3
콤비네이션바이트피자 L,137,267.3,8.6,-,-,3.4
베이컨쉬림프 치즈링피자 R,92,188.5,7.2,-,-,1
베이컨쉬림프 치즈링피자 L,138,282.8,10.8,-,-,1.5
불고기 치즈링피자 R,90,170,5.8,-,-,1.9
불고기 치즈링피자 L,135,255.1,8.8,-,-,2.9
페파로니 치즈링피자 R,82,171.9,5.7,-,-,1.2
페파로니 치즈링피자 L,122,258,8.5,-,-,1.9
핫치킨 치즈링피자 R,95,188.1,8.2,-,-,2.7
핫치킨 치즈링피자 L,142,282.1,12.3,-,-,4.1
불고기 스위트골드피자 R,100,192.5,6.7,-,-,3
불고기 스위트골드피자 L,150,288.8,10.1,-,-,4.5
치킨바베큐 스위트골드피자 R,104,196.3,8,-,-,3.6
치킨바베큐 스위트골드피자 L,156,294.5,11.9,-,-,5.4
콤비네이션 피자 R,78,133.3,3.7,-,-,0.9
콤비네이션 피자 L,116,228.7,6.6,-,-,1.6
베이컨체다치즈 피자 R,85,149.9,5.3,-,-,0.8
베이컨체다치즈 피자 L,128,253.6,9,-,-,1.4
하와이언 피자 R,83,124.1,2.8,-,-,0.8
하와이언 피자 L,125,214.8,5.3,-,-,1.4
콤비네이션 피자 몬스터,209,411.6,11.8,-,-,2.9
고구마스파게티,100,191.7,5.6,-,-,5.4
오지치즈후라이,100,183.2,3.2,-,-,0.2
치즈오븐스파게티,100,217.6,6.5,-,-,2.2
치킨스파게티,100,198.9,8.9,-,-,1.8
핫칠리스파게티,100,200.1,5.5,-,-,4.1
크리스피감자,100,171,2.51,-,-,0.3
체다웨지,100,410.3,18.4,-,-,0.1
훈제치킨,100,180,17,-,-,1
핫윙,100,204,22.1,-,-,0
치킨텐더,100,288,17.7,-,-,0
수제피클,30,31.8,0.18,-,-,0
퐁듀치즈,30,96,5.49,-,-,0
핫소스,4,1.12,0.03,-,-,0
까르보나라스파게티,100,282.5,10.6,-,-,0.1
새우링,26,49.6,5.6,-,-,0.1
미니디저트피자,48,95.8,1.1,-,-,0.8
그릴소세지,30,65,4,-,-,1
더블에스프레소,60,22,1,-,-,0
앗!메리카노(HOT),420,14,0,-,-,0
앗!메리카노(ICED),625,13,0,-,-,0
원조커피(HOT),375,410,3,-,-,46
원조커피(ICED),625,393,2,-,-,42
달달연유라떼(HOT),225,240,8,-,-,33
달달연유라떼(ICED),400,285,9,-,-,32
빽’s 라떼(HOT),300,253,8,-,-,9
빽’s 라떼(ICED),625,198,10,-,-,10
블랙펄카페라떼,425,349,5,-,-,13
바닐라라떼(HOT),325,351,9,-,-,35
바닐라라떼(ICED),600,433,9,-,-,38
카페모카(HOT),350,319,13,-,-,32
카페모카(ICED),625,365,13,-,-,36
카라멜마키아또(HOT),350,354,8,-,-,40
카라멜마키아또(ICED),625,382,9,-,-,43
크리미모카라떼(HOT),325,440,8,-,-,41
크리미모카라떼(ICED),625,612,10,-,-,49
완전초코(HOT),325,342,9,-,-,45
완전초코(ICED),625,389,10,-,-,56
녹차라떼(HOT),325,351,10,-,-,51
녹차라떼(ICED),550,327,9,-,-,33
민트초코라떼(HOT),325,413,11,-,-,58
민트초코라떼(ICED),700,498,13,-,-,43
토피넛라떼(HOT),350,411,8,-,-,19
토피넛라떼(ICED),650,469,8,-,-,16
밀크티(HOT),375,313,9,-,-,35
밀크티(ICED),625,353,9,-,-,37
블랙펄라떼,400,282,5,-,-,11
블랙펄밀크티,375,365,3,-,-,5
깔라만시티,300,244,0,-,-,57
레몬티,400,272,0,-,-,66
레모네이드,625,246,0,-,-,60
자몽티,400,281,1,-,-,66
청포도플라워,550,220,0,-,-,52
청포도에이드,600,234,0,-,-,56
깔라만시에이드,600,215,1,-,-,50
자몽에이드,625,258,1,-,-,61
완전파인애플,625,192,1,-,-,32
완전망고,625,241,2,-,-,37
플레인요거트스무디,600,494,7,-,-,94
딸기요거트스무디,625,448,8,-,-,45
노말한소프트,225,333,4,-,-,20
사라다빵,188,386,9,-,-,8
소제지빵,192,500,19,-,-,1
계란사라다빵,188,493,14,-,-,7
완전딸기바나나(BASIC),625,502,7,-,-,53
완전딸기바나나(SOFT),765,709,9,-,-,66
완전초코바나나(BASIC),625,577,10,-,-,34
완전초코바나나(SOFT),765,784,12,-,-,47
피스타치오빽스치노(BASIC),625,535,8,-,-,12
피스타치오빽스치노(SOFT),765,742,10,-,-,24
녹차빽스치노(BASIC),625,487,9,-,-,32
녹차빽스치노(SOFT),765,694,12,-,-,45
원조빽스치노(BASIC),625,593,9,-,-,72
원조빽스치노(SOFT),765,800,12,-,-,85
민트초코 빽스치노(BASIC),625,602,12,-,-,28
민트초코 빽스치노(SOFT),965,809,15,-,-,40
레몬 유자 캐모마일 티,355,323,-,-,78,-
겐마이차 그린,355,5,-,-,1,-
작설,355,5,-,-,1,-
프래그런트 나이트 쟈스민,355,5,-,-,1,-
모로칸민트,355,5,-,-,1,-
잉글리쉬브렉퍼스트,355,5,-,-,1,-
살구실론,355,5,-,-,1,-
파미그래네이트 블루베리,355,5,-,-,1,-
얼그레이,355,5,-,-,1,-
진셍 페퍼민트,355,5,-,-,1,-
레몬 캐모마일,355,5,-,-,1,-
아프리칸 선라이즈,355,5,-,-,1,-
스웨디쉬 베리즈,355,5,-,-,1,-
차이라떼,355,200,-,-,34,-
잉글리쉬 브렉퍼스트 라떼,355,200,-,-,34,-
모로칸 민트 라떼,355,190,-,-,35,-
그린 티 라떼,355,290,-,-,46,-
아이스 캐러멜 마키아토,355,180,-,-,30,-
아이스 바닐라라떼,355,180,-,-,30,-
아이스 모카라떼,355,170,-,-,31,-
아이스 카페라떼,355,100,-,-,9,-
아이스 커피,355,5,-,-,1,-
헤이즐넛 아이스커피,355,206,-,-,24,-
카페수아,355,255,-,-,36,-
아이스 더블카페 라떼,355,105,-,-,9,-
아이스 에스프레소,355,5,-,-,0,-
콜드브루 라떼,355,100,-,-,31,-
콜드브루,355,5,-,-,1,-
더블카페 라떼,355,220,-,-,18,-
헤이즐넛 아메리카노,355,211,-,-,24,-
캐러멜 마키아토,355,280,-,-,46,-
바닐라 라떼,355,280,-,-,45,-
모카 라떼,355,270,-,-,46,-
카페 라떼,355,210,-,-,18,-
카푸치노,355,130,-,-,11,-
아메리카노,355,0,-,-,0,-
커피빈커피,355,150,-,-,2,-
헤이즐넛 라떼,355,320,-,-,47,-
플랫화이트,355,130,-,-,2,-
캐러멜 아이스 블렌디드,355,370,-,-,6,-
헤이즐넛 아이스 블렌디드,355,350,-,-,51,-
모카 아이스 블렌디드,355,270,-,-,51,-
바닐라 아이스 블렌디드,355,280,-,-,45,-
화이트 포레스트 아이스 블렌디드,355,370,-,-,67,-
블랙 포레스트 아이스 블렌디드,355,370,-,-,67,-
망고 바나나 아이스 블렌디드,355,408,-,-,52,-
유자 캐모마일 아이스 블렌디드,355,323,-,-,78,-
후레쉬 망고 아이스 블렌디드,355,214,-,-,53,-
베리베리 아이스 블렌디드,355,226,-,-,61,-
그린티 아이스 블렌디드,355,310,-,-,45,-
퓨어 바닐라 아이스 블렌디드,355,310,-,-,53,-
퓨어 더블 초코렛 아이스 블렌디드,355,300,-,-,55,-
커피빈 드립커피,355,5,-,-,0,-
콜드 브루,355,5,-,-,1,-
콜드 브루 라떼,355,100,-,-,31,-
구아바주스,355,95,-,-,23,-
파인클렌즈,355,88,-,-,21,-
감귤당근주스,355,81,-,-,19,-
수박주스,355,95,-,-,23,-
토마토주스,355,65,-,-,15,-
레드밸런스,355,90,-,-,23,-
프룻밸런스,355,80,-,-,20,-
그린밸런스,355,85,-,-,22,-
슈퍼밸런스,355,100,-,-,25,-
스트로베리 주스,355,100,-,-,25,-
스파클링 스웨디쉬 레몬,355,230,-,-,77,-
스파클링 망고,355,207,-,-,52,-
아이스 더블 초코렛,355,210,-,-,33,-
핫 더블 초코렛,355,280,-,-,48,-
핫 바닐라,355,290,-,-,47,-
생크림 크루아상,95,399,5,27,34,11
블루베리 초코칩 스콘,110,485,7,21,67,24
초코 후르츠 머핀,138,557,-,-,20,0
오렌지 머핀,138,557,9,33,61,34
크로크무슈,1400,388,18,15,45,3.2
크림 치즈 머핀,128,525,9,29,68,32
플레인 베이글,120,315,12,1.6,63,8
치즈 베이글,120,389,12,17,47,9
쌀 블루베리 베이글,120,321,13,2,63,11
햄 치즈 포카치아,100,191,11,7,21,2
햄 치즈 잉글리쉬 머핀,100,186,11,6,22,1
떠먹는 레드벨벳,110,390,5,26,34,22
떠먹는 티라미수,120,341,6,25,23,16
헤이즐넛초코케익,205,907,16,63,69,58
다크초코롤,160,541,11,29,59,8
시카고 치즈 케익,110,409,9,29,28,23
초콜릿 무스 케익,120,448,6,32,34,22
까망베르 치즈 타르트,85,258,6,14,27,14
티라미수 큐브,160,467,6,31,39,28
쁘띠 까망베르 치즈 케익,300,948,16,60,86,52
생크림 카스테라,210,700,10,44,66,45
밀크레이프,100,287.96,7.88,17.32,25.14,12.35
티라미수 크레이프,100,304.87,7.8,19.63,24.25,13.67
에그 베이컨 브리오쉬,140,400,16,20,39,6
루꼴라&햄 페스토 샌드위치,180,365,16,17,37,7
크랜베리 아몬드 치킨 샌드위치,180,365,18,17,35,5
B.E.L.T 샌드위치,230,440,17,20,48,5
모짜렐라 치킨 머쉬룸 샌드위치,180,409,20,17,44,6
매콤 치킨 치즈 샌드위치,240,470,25,19,50,16
에그 잼 사라다 샌드위치,170,346,12,14,43,2
에그 햄 치즈 베이글,210,450,25,10,65,5
얼그레이 초코 마카롱,42,193,3,9.7,23,19
바닐라 빈 마카롱,42,195,2.8,11,20,18
솔티카라멜 마카롱,42,165,2.2,9.7,24,19
라즈베리 마카롱,42,165,2.4,7.5,21.8,18.6
솔티카라멜 다쿠아즈,45,204,3.6,12.8,18.7,15.2
초코바나나 다쿠아즈,55,246,4.4,15.6,21.8,17.6
황금 보리 초코 건빵,30,280,5,12,38,16
휘낭시에,50,230,0,-,22,0
베어베터 쿠키,55,272,0,-,36,0
라이스 리얼 초코칩 쿠키,50,240,0,-,29,0
현미 체다치즈롤,10,50,0,-,6,0
헤이즐넛향 아메리카노,15,70,0.7,2.5,11,7
커피빈 아메리카노,230,10,0.5,-,1.4,0
아메리치노 흑당라떼 ICE,430,245,5,-,48,108
아메리치노 흑당 ICE,490,159,2,-,38,35
오트밀 라떼 HOT,282,169,9,-,21,12
아메리치노 라떼 ICE,450,227,8,-,30,28
콜드브루 To-Go ICE,340,8,0,-,0,0
아메리치노 (Original) ICE,410,14,2,-,2,0
콜브브루 더치커피 ICE,360,6,0,-,1,0
아메리카노 HOT,300,9,1,-,1,0
카푸치노 HOT,220,113,6,-,9,8
카페라떼 HOT,280,152,8,-,12,11
바닐라 카페라떼 HOT,280,207,7,-,29,28
카라멜마끼아또 HOT,289,231,8,-,31,29
카페모카 HOT,310,334,8,-,29,26
제주 청귤 스노우,533,442,1,-,109,98
멜론 스노우,436,350,11,-,62,61
워터멜론 스노우,502,298,1,-,70,70
오트밀 카라멜 스노우,465,374,9,-,64,40
오트밀 블루베리 스노우,478,371,8,-,67,43
코코넛 밀크 스노우 ICE,481,499,4,-,76,51
한라봉 스노우,501,400,1,-,90,90
망고 스노우,500,353,0,-,87,77
요거트 스노우,472,403,5,-,85,81
